title,company,salary,work,place,skills,decriptions
Mobile Developer (Flutter),Trusting Social,You'll love it,At office,Ho Chi Minh,"Flutter, Dart, React Native, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
Salesforce Developer,FPT Software,You'll love it,At office,Others,"Salesforce, Database, Cloud, ",
"Technical Lead – Java, Spring, Microservices",NEW IT,"1,000 - 3,000 USD",At office,Ho Chi Minh,"Java, Spring, SQL, ",
Data Analyst,Beyondsoft Technology (Vietnam) Company Limited,"1,100 - 1,300 USD",Hybrid,Ho Chi Minh,"Data Analyst, SQL, ",
"Backend Dev (C#, .NET, .NET core) Up to 35m",Truyền Thông Vietnamnet JSC,15 - 35m vnd,At office,Ha Noi,".NET, OOP, C#, ","Dẫn đầu thị trường, Cơ hội thử thách và phát triển bản thân, Môi trường làm việc năng động, "
.NET Tech Lead - 24Hr Recruitment Campaign,ELCA,You'll love it,Hybrid,Ho Chi Minh,".NET, Team Leader, ASP.NET, ","Attractive remuneration package with 18 days off, Smart people, interesting project & swiss quality, Travel opportunities to Switzerland, "
Backend Engineer (Go/Java) - EVO,Trusting Social,You'll love it,At office,Ho Chi Minh,"Golang, Security, Database, ","Top Salary, Awesome Benefits, Premium healthcare for 3 members in family, Grab to work, Lunch allowance for all employee, "
Cloud System Engineer (OS),LG CNS Việt Nam,"700 - 1,500 USD",At office,Ha Noi,N/A,"Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
.NET Backend Technical Lead (StoreFront Platform),Crossian,"Annual income $85,000",At office,Ha Noi - Ho Chi Minh,".NET, Cloud, Team Leader, ",
"Intermediate/Senior Data Engineer, Global Data Platform",Crossian,"Annual income $40,000",At office,Ha Noi,"SQL, Oracle, Python, ",
Senior Quality Engineer - Up to 30 months' pay annually,Crossian,Up to 30 months' pay,At office,Ha Noi,"Automation Test, Agile, Tester, ",
Product Owner / Business Analyst,TechSoft,"1,000 - 2,000 USD",At office,Da Nang,"Product Owner, Product Manager, Business Analyst, ",
DevOps Engineer,Scandinavian Software Park,"1,500 - 2,500 USD",At office,Ha Noi,"AWS, Java, Python, ","Global growth with experienced engineers, Innovative, balanced, creative culture, Competitive salary, benefits, training, "
Embedded Software Engineer,EMTEK ELECTRIC AUTOMOBILE TECHNOLOGY DEVELOPMENT,You'll love it,At office,Ho Chi Minh,"Embedded C, C++, ",
AI/ML Ops Engineer,"MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"AI, Deep Learning, MLOps, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
"Data Engineer (AI/ML Ops, Data Science, DWH)","MONEY FORWARD VIETNAM CO.,LTD",You'll love it,Hybrid,Ho Chi Minh,"Data Warehousing, MLOps, AI, ","Hybrid working; Flexible time; Macbook Pro, L&D programs; 17 days off, 13.7 million B2C users; 140,000+ business customer, "
IT Enterprise Architect (Solution Architect),ABBANK,You'll love it,At office,Ha Noi,"Solution Architect, Team Leader, Software Architect, ","Lương/ thưởng hấp dẫn, Cơ hội thăng tiến nghề nghiệp cao, Môi trường làm việc thân thiện, năng động, "
Technical Lead - Javascript/ Typescript/ Golang,Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh,"TypeScript, JavaScript, Golang, ","Cutting-edge tech stack in Trading Platform, Hybrid working, Flexible time, Premium healthcare, Global, large-scale of Trading systems, "
Project Manager (English/ Japanese),Sota Tek,You'll love it,At office,Ha Noi,"Project Manager, Japanese, English, ",
iOS Developer,Công ty TNHH LatentApps,You'll love it,At office,Ho Chi Minh,N/A,
UI/UX Designer,Công ty TNHH LatentApps,You'll love it,At office,Ho Chi Minh,"UI-UX, Designer, ",
AI Engineer (NLP/LLM/ Python/ Java),KiotViet Corporation,Around $2000,At office,Ha Noi,"AI, Machine Learning, Java, ","Development of products with millions of users, Receive professional training and leadership, Competitive salary, 13-15 months pay per year, "
Senior Front-end Engineer (ReactJS),Công ty TNHH Web Synergies VN,You'll love it,Hybrid,Ho Chi Minh,"ReactJS, Azure, ",
AI Engineer for Construction Inspection (Python),BLUE DRAGON COMMUNICATIONS,"1,000 - 2,000 USD",At office,Ho Chi Minh,"AI, Python, Machine Learning, ",
"Python Developer (Django, SQL)",LG CNS Việt Nam,"1,000 - 2,000 USD",At office,Ha Noi,"Python, SQL, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"Chuyên viên cao cấp Hạ tầng (Cloud, Azure, AWS)",Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),You'll love it,At office,Ha Noi,"Cloud, Azure, AWS, ",
Technical Manager (NodeJS/Javascript),FINVIET,Competitive salary,At office,Ho Chi Minh,"NodeJS, Manager, JavaScript, ",
Business Analyst ( Scrum / ERP ),Ecotek,"600 - 1,000 USD",At office,Others - Ha Noi,"Business Analyst, ERP, Scrum, ","Văn hóa khởi nghiệp trẻ trung và cởi mở, Mức lương cạnh tranh, thưởng theo dự án., Giờ làm việc linh hoạt, "
"Security Lead (Cloud, Azure)",Viet Thai International,You'll love it,At office,Ho Chi Minh,"Security, Azure, Cloud, ","Flexible working, Empowering owernership, Competitive salary, "
VTNet - Kỹ Sư Phát Triển Phần Mềm,Viettel Group,You'll love it,At office,Ha Noi,"Java, JavaScript, Python, ","Dẫn đầu thị trường, Cơ hội thử thách và phát triển bản thân, Môi trường làm việc năng động, "
Manual QA Engineer (QA QC/Tester/English),Nakivo,"1,000 - 1,400 USD",At office,Ho Chi Minh,"QA QC, Tester, English, ","Premium Healthcare check, Bonus up to 15%/month, 100% salary on probation, "
"Senior C/C++ Developer (C++, Windows/Linux, OOP)",Nakivo,Negotiable,At office,Ho Chi Minh,"C++, OOP, English, ","Flexible working hours, Private health care, 100% salary on probationary, "
Senior/Lead NodeJS Backend Developer,FINVIET,Up to $2000,At office,Ho Chi Minh,"NodeJS, Golang, JavaScript, ",
"Fresher/Junior Software Devs in C/C++ Up to $2,000",Xavis Tech,Up to $2000,At office,Ha Noi,N/A,
NLP Engineer (Junior/Middle/Senior/Expert),Giao Hàng Tiết Kiệm,"1,000 - 4,000 USD",At office,Ha Noi,"AI, Machine Learning, PyTorch, ","Môi trường TRẺ, TÀI NĂNG, nhiều cơ hội phát triển, Công ty Product: hệ thống lớn, không ngừng tối ưu, Thu nhập cạnh tranh $1000 - 4000, "
"Lead Software Engineer (Backend, Java, Golang)",Chotot,You'll love it,At office,Ho Chi Minh,"Team Leader, Golang, Java, ","20 days of leave per year, Regional learning opportunities, Premium healthcare, "
Database Adminstrators,Kien Long Bank,"1,000 - 1,500 USD",At office,Ha Noi,"Database, SQL, MySQL, ",
Experienced Game Designer (Senior),Mirai Labs,You'll love it,At office,Ha Noi,"Games, UI-UX, Data Analyst, ",
"Sr. Full Stack Developer (NodeJS, JavaScript, English)",Aletech Technology Solutions Company,Competitive,At office,Ho Chi Minh,"NodeJS, .NET, JavaScript, ",
"Middle/Senior Data Analyst (SQL, Power BI, English)",Aletech Technology Solutions Company,Competitive,At office,Ha Noi,"Data Analyst, SQL, Database, ",
"Automation Test Engineer (Java, Tester) ~ $2000",Techcom Securities,"1,000 - 2,000 USD",At office,Ha Noi,"Automation Test, Tester, Java, ","Attractive, competitive salary, Professional environment, Annual 5-star-company trip, "
Senior/Tech Leader Java Developer - Up to $3000,Giao Hàng Tiết Kiệm,"2,000 - 3,000 USD",At office,Ha Noi,"Java, Spring Boot, ","Môi trường TRẺ, TÀI NĂNG, nhiều cơ hội phát triển, Công ty Product: hệ thống lớn, không ngừng tối ưu, Thu nhập cạnh tranh (500$ - 2000$), chế độ hấp dẫn, "
"HOT: VueJS Web Developer (Frontend, Middle-Senior)",Lush Era Vietnam,You'll love it,At office,Ha Noi,"VueJS, JavaScript, Laravel, ",
"English FrontEnd Dev (JavaScript, HTML5, CSS) Up to 35m",Willer Vietnam,25-35m vnd gross,At office,Ha Noi,"JavaScript, Japanese, HTML5, ",
"Intermediate Tester (QA QC, English)",Topicus Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Tester, English, ",
Flutter/JavaScript Software Engineer,LG Electronics Development Vietnam (LGEDV),"1,000 - 2,200 USD",Hybrid,Ha Noi,"Flutter, C++, JavaScript, ","Competitive salary & up-to 16-month income / year, Attractive allowances & benefits, Flexible working time with many company holidays, "
Fulltime Remote Fullstack Javascript/Typescript/ReactJS,CoderPush,"2,500 - 3,000 USD",Remote,Ho Chi Minh - Ha Noi,"JavaScript, NodeJS, TypeScript, ",
Fullstack .Net/Angular,Topicus Vietnam,You'll love it,Hybrid,Ho Chi Minh,".NET, English, ",
Senior Automation Engineer (PHP/Java/Python),Scandinavian Software Park,"1,000 - 2,500 USD",At office,Ha Noi,"Automation Test, PHP, Java, ","Global growth with experienced engineers, Innovative, balanced, creative culture, Competitive salary, benefits, training, "
"Senior Fullstack PHP Developer (PHP, VueJS)",Scandinavian Software Park,You'll love it,At office,Ha Noi,"PHP, MySQL, VueJS, ","Global growth with experienced engineers, Innovative, balanced, creative culture, Competitive salary, benefits, training, "
Backend Engineer (Java/Kotlin/Spring) - NAVER CLIP,NAVER VIETNAM,You'll love it,Hybrid,Ho Chi Minh,"Java, Kotlin, Spring, ",
Software Engineer (.Net/Java/SQL),OL Vietnam,You'll love it,At office,Ho Chi Minh - Ha Noi,".NET, SQL, Java, ",
[JOB-28] Python Developer (Mid-Level),AgileOps,600 - 800 USD,At office,Ho Chi Minh,"Python, Django, ",
Support Engineer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),You'll love it,At office,Ha Noi,"Java, Linux, Kotlin, ",
Backend Developer (NodeJS/ SQL/ NoSQL),Công Ty Cổ Phần Giải Pháp Công Nghệ Smit,"1,200 - 1,500 USD",At office,Ha Noi,"NodeJS, NoSQL, SQL, ",
Delivery Manager (Project Manager is welcome to apply),OL Vietnam,You'll love it,At office,Ho Chi Minh - Ha Noi,"Project Manager, Risk Management, UI-UX, ",
"Senior Golang Developer (Backend, AWS, MySQL)","ANDPAD VietNam Co., Ltd",You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Golang, AWS, MySQL, ","No.1 Construction Tech company in Japan, Hybrid working with focus on Engineering team work, Highly competitive salary and benefits, "
Senior Backend Engineer,Global Fashion Group,You'll love it,Hybrid,Ho Chi Minh,"PHP, NodeJS, TypeScript, ",
Quality Assurance Lead (QA QC),TymeX,You'll love it,Hybrid,Ho Chi Minh,"QA QC, AWS, Agile, ",
"Data Engineer - Digital Banking (Python, SQL Database)",TymeX,You'll love it,Hybrid,Ho Chi Minh,"Python, SQL, Database, ",
Chuyên gia/Chuyên viên cao cấp kiểm thử,Ngân hàng TMCP Thịnh vượng và Phát triển (PGBank),You'll love it,At office,Ha Noi,"Automation Test, Tester, ",
IT System,Smart Pay,You'll love it,At office,Ho Chi Minh,"System Admin, Linux, Oracle, ",
"1+ years Backend Developer (.NET, C#, Angular)",VERP Technology Solutions JSC,"1,000 - 2,000 USD",At office,Ha Noi,".NET, Angular, C#, ",
CV/CVCC Quản trị Mạng kết nối - Network Administrator,MB Bank,You'll love it,At office,Ha Noi,"Networking, System Engineer, System Admin, ",
Chuyên viên Đảm bảo chất lượng - Quality Assurance,MB Bank,You'll love it,At office,Ha Noi,"QA QC, Agile, Jira, ",
"Mid/Senior Software Developer (C#, .NET, AWS, Azure)",Hansen Technologies,You'll love it,At office,Ho Chi Minh,".NET, ASP.NET, AWS, ",
"Automation Test (QA QC, Tester)",CREQA VIỆT NAM,"1,800 - 2,600 USD",At office,Ho Chi Minh,"Automation Test, Tester, QA QC, ",
"Senior Business Analyst (Technical Analyst, English)",Unifiedpost,You'll love it,Hybrid,Ho Chi Minh,"Business Analyst, Scrum, Agile, ",
Frontend Engineer (JavaScript/ReactJS) - NAVER Services,NAVER VIETNAM,Competitive,Hybrid,Ho Chi Minh,"ReactJS, NodeJS, JavaScript, ",
QA Tester (English) | Đà Nẵng,Aventra Group,You'll love it,At office,Da Nang - Ho Chi Minh,"QA QC, Tester, Automation Test, ",
Android Developer (UI/UX),VNPT EPAY,18-25 triệu/tháng,At office,Ha Noi,"Android, Java, UI-UX, ",
DevOps Engineer,Zuhlke Engineering Vietnam,"1,900 - 3,000 USD",At office,Ho Chi Minh,"DevOps, Azure, AWS, ",
"Embedded QT Engineer (C++, UI-UX, English) Up to $1400",Jeisys Medical Viet Nam,Up to $1400,At office,Ha Noi,"C++, English, Embedded, ",
"Software/Technical Architect (Python, VueJS, AWS)",LACONIC,"3,000 - 5,000 USD",At office,Ho Chi Minh,"Software Architect, VueJS, Python, ",
"IT Support - Workload Automation (Cloud, Powershell)",Bosch Global Software Technologies Company Limited,Competitive,Hybrid,Ho Chi Minh,"IT Support, ServiceNow, Cloud, ",
Backend Developer (Golang/Ruby) ~ $2000,Floating Cube Studios,You'll love it,At office,Ho Chi Minh,"Golang, Ruby on Rails, Ruby, ",
".NET Developer (C#, .NET Core) Up to $2500",Floating Cube Studios,You'll love it,At office,Ho Chi Minh,"C#, .NET, ASP.NET, ",
Back-end Developer (Node.js/Java),Phu Hung Securities (PHS),You'll love it,At office,Ho Chi Minh,"Java, TypeScript, ",
QC QA/Tester (SQL) - Online Trading Digital Products,Maybank Invesment Bank,You'll love it,At office,Ho Chi Minh,"QA QC, Tester, SQL, ",
VTS - Kỹ Sư Giải Pháp Nghiệp Vụ (Business Analyst),Viettel Group,You'll love it,At office,Ha Noi,"Business Analyst, English, System Engineer, ",
VTS - Kỹ Sư Phát Triển Phần Mềm (Java/ C#/ OOP),Viettel Group,"1,000 - 2,000 USD",At office,Ha Noi,"Java, OOP, C#, ",
VTS - Mobile Flutter Developers (Java/Kotlin),Viettel Group,"1,000 - 2,000 USD",At office,Ha Noi,"Flutter, Kotlin, Java, ",
"Senior PHP Developer (Laravel, OOP)",Công ty Cổ Phần TMĐT iSuccess,You'll love it,At office,Ho Chi Minh,"PHP, OOP, Laravel, ",
Mid-Senior Technical Support Engineer -English speaking,EUROFINS GSC IT VIETNAM COMPANY LIMITED,You'll love it,Hybrid,Ho Chi Minh,"SQL, English, IT Support, ",
Senior/ Mid Python Backend Engineer (Hybrid),Breadstack Technologies Inc,"1,500 - 3,000 USD",Hybrid,Ha Noi,"Python, Django, ",
Website QA Engineer (Automation Test/Tester/English),Nakivo,"1,000 - 1,500 USD",At office,Ho Chi Minh,"QA QC, Tester, English, ","Premium Healthcare check, Bonus up to 15%/month, 100% salary on probation, "
IT Helpdesk cum Admin Support,THOTH AI,You'll love it,At office,Ha Noi,"IT Support, Networking, System Admin, ",
"Junior/ Middle Fullstack Dev (Vuejs, Spring)",CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,"800 - 1,500 USD",At office,Ha Noi,"Spring, VueJS, ",
C++ Game Developer (All levels),Gameloft,You'll love it,Hybrid,Ho Chi Minh,N/A,"Working with a multicultural team, Hybrid work culture, Recognition and reward based on performance, "
Game Developer,Athena Studio,You'll love it,At office,Ho Chi Minh,"Unity, Games, C#, ","MacBook Pro/Extra screens & Remote Work policy, Premium health insurance package for you, relative, Company Trip 4-5*, Yoga, Gym/Fitness/English club, "
Mobile Engineer (React Native),Got It,"1,000 - 1,500 USD",At office,Ho Chi Minh,"React Native, iOS, ReactJS, ",
Mobile Game QA Engineer,Petarainsoft,600 - 800 USD,At office,Ho Chi Minh,"QA QC, Tester, Games, ",
Quality Business Analyst,Unique Technology,You'll love it,At office,Ho Chi Minh,"Business Analyst, Tester, English, ",
Business Analyst (English),Công ty Sports Turf Solutions,500 - 800 USD,At office,Ho Chi Minh,"Business Analyst, English, Data Analyst, ",
Senior Java Software Engineer,LeapXpert,You'll love it,At office,Ho Chi Minh,"Java, Cloud, Spring, ",
Senior Software Engineer (Golang),LeapXpert,You'll love it,At office,Ho Chi Minh,"Golang, Spring, Java, ",
"Senior Mobile Developer (React Native, Android/iOS)",LeapXpert,You'll love it,At office,Ho Chi Minh,"React Native, Android, iOS, ",
Flutter Engineer (Kotlin/Swift),CHT Lab,You'll love it,At office,Ha Noi,"Flutter, Swift, Kotlin, ",
Digital Content/ UI-UX Designer,HDBank,Thương lượng,At office,Ho Chi Minh,"UI-UX, Designer, ",
Mobile Developer (React Native/ReactJS/JavaScript),GrapeCity,"35,000,000 - 55,000,000đ",At office,Ha Noi,"React Native, ReactJS, JavaScript, ","Enjoyable Team Environment, Engaging and Innovative Work, 13th month Salary and Bonus, "
Bridge Software Engineer (Japanese N2),"Rakuten Fintech Vietnam Co., Ltd.","2,000 - 3,500 USD",At office,Ho Chi Minh,"Bridge Engineer, Java, Japanese, ","Attractive Salary and Benefits, Working & growing with Passionate & Talented Team, Fintech Product, "
Senior Windows Developer (C# & WinForms),Endava Việt Nam,You'll love it,Hybrid,Ho Chi Minh,"C#, Database, .NET, ","Valuing our people with competitive compensation, Supporting our people’s health and wellbeing, Empowering our people to grow and thrive, "
"Backend Developer (.NET Core, C#, ASP.NET)",Maybank Invesment Bank,You'll love it,At office,Ho Chi Minh,".NET, ASP.NET, C#, ",
Frontend Developer (.NET Core/ReactJS/NextJS),Maybank Invesment Bank,You'll love it,At office,Ho Chi Minh,"ReactJS, .NET, NextJS, ",
Senior to Technical Lead .NET Developer (DevOps Focus),IVC (ISB Vietnam),"1,000 - 3,000 USD",At office,Ho Chi Minh,".NET, English, Cloud, ",
Cloud/DevOps Engineer,LG CNS Việt Nam,"700 - 1,500 USD",At office,Ha Noi,"DevOps, Cloud, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"SA/ Technical leader (Java, Oracle, MySQL)",ATOMI DIGITAL,"1,500 - 3,000 USD",At office,Ha Noi,"Java, Oracle, MySQL, ",
Blockchain Developer (Middle - Senior),ATOMI DIGITAL,"1,000 - 2,000 USD",At office,Ha Noi,"Python, Java, C++, ",
"AI Engineer (Python, Java)",ATOMI DIGITAL,"1,500 - 3,000 USD",At office,Ha Noi,"Python, Java, ",
Lập trình viên Java ( level middle - Senior),ATOMI DIGITAL,"800 - 1,500 USD",At office,Ha Noi,"Java, Oracle, MySQL, ",
Middle/Senior Mobile Engineer (iOS) - Hanoi,TymeX,You'll love it,Hybrid,Ha Noi,"iOS, Swift, ",
"Embedded Engineer (C++, Linux/Android, Upto $2500)",MARUSYS VINA,You'll love it,At office,Ha Noi,"Linux, Embedded Android, C++, ","Personal Growth in Product Technology work scope, Chance to Biz Trip Oversea,100% Probation Salary, KPI Bonus+Insurance for Family, ~15 monthly salary, "
"[DI8] Solution Architect (Java, K8s) - MSB DF - 3I095",MSB,"2,500 - 3,500 USD",At office,Ha Noi,"Java, AWS, Solution Architect, ","Siêu dự án 2000 tỉ (Product), Gói thu nhập tới 20 tháng lương + chế độ khác, Phát triển cùng Chuyên gia hàng đầu BCG, AWS,…, "
"Product Owner, Upto 20tr, Nghỉ Thứ 7 và Chủ Nhật",CNV Holdings,You'll love it,At office,Ho Chi Minh,"Product Owner, Business Analyst, Agile, ",
(Mid/Sr) Nodejs Developer,Everfit,You'll love it,At office,Da Nang,"NodeJS, AWS, JavaScript, ",
Mid Business Analyst (HCM | 3 YOE),Liberty Technology,You'll love it,At office,Ho Chi Minh,"Business Analyst, English, Project Manager, ",
DevOps Engineer,The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,"500 - 2,000 USD",At office,Ho Chi Minh,"Python, C#, NodeJS, ",
Senior QA Engineer (Automation & Manual),Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh - Ha Noi,"Automation Test, Java, TypeScript, ",
Junior Quality Control Specialist,AlphaSphere,You’re going to love it!,At office,Ho Chi Minh,"QA QC, Automation Test, Tester, ","Career growth and development opportunities, Supportive culture with work-life balance, Competitive compensation and benefits, "
Fullstack Engineer - Golang/Java/Typescript,Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh,"Golang, ReactJS, Java, ",
Manual Test Manager,MB Bank,You'll love it,At office,Ha Noi,"Manager, Business Analyst, Tester, ",
Lead/Senior Backend Engineer - Golang/Java/ Typescript,Collaboration Betters The World - B.O.T,You'll love it,Hybrid,Ho Chi Minh,"Golang, ReactJS, Java, ",
"QC Engineer (Tester, QA QC, MySQL)",ATHENA GROUP,"600 - 1,000 USD",At office,Ha Noi,"Tester, QA QC, MySQL, ",
Senior Database Engineer,Hitachi Digital Services,"1,000 - 2,000 USD",Hybrid,Ho Chi Minh - Da Nang - Ha Noi,"SQL, Database, ",
Senior PHP Software Engineer,Rakus Vietnam Company,You'll love it,At office,Ho Chi Minh,"PHP, PostgreSql, JavaScript, ",
Head of Technology & AI Engineering,FireGroup,You'll surely love it,At office,Ho Chi Minh,"Software Architect, AWS, Manager, ",
Senior/Lead Technical Business Analyst,NAB Innovation Centre Vietnam,Very competitive,Hybrid,Ho Chi Minh - Ha Noi,"Business Analyst, English, Agile, ",
Treasury Product Professional (Product Owner/BA/BI ),CÔNG TY CỔ PHẦN CHỨNG KHOÁN KAFI,You'll love it,At office,Ho Chi Minh,"Business Analyst, Business Intelligence, Product Owner, ",
Middle/ Senior Backend Engineer (Java/ SQL),"METANET VINA CO., LTD",You'll love it,Hybrid,Ho Chi Minh,"Java, SQL, Cloud, ",
"Senior Fullstack Engineer (PHP, Laravel, VueJS)",Intrepid Group Asia,"1,000 - 1,800 USD",Hybrid,Ho Chi Minh,"PHP, VueJS, Laravel, ",
Product Manager,Holistics,"1,500 - 3,900 USD",Hybrid,Ho Chi Minh,"Product Manager, Data Analyst, SQL, ",
AI Talents (Ph.D. Holders),NEXON DEV VINA,You'll love it,At office,Ho Chi Minh,N/A,"13th Month salary, work 5 days a week, Annual Company Trip, Quarterly team building, Premium health insurance, Support sport clubs, "
Junior Software Tester/QA/QC,PLAYSTUDIOS,You'll love it,Hybrid,Ha Noi,"Tester, Jira, English, ","Top 10 global leaders in the social gaming sector, Global talented members and a thriving workplace, Desirable benefit package for you and your family, "
Product Owner,Live Payments,"1,500 - 2,500 USD",At office,Ho Chi Minh,"Agile, Product Owner, English, ",
"WordPress Developer (PHP, JavaScript, HTML, CSS)",HONGTHAI Technical,Negotiable,At office,Ho Chi Minh,N/A,
[Relocated] C Developer (MATLAB/ Simulink/ BDM),AZAPA ENGINEERING,"1,500 - 2,000 USD",At office,Ho Chi Minh - Da Nang - Ha Noi,N/A,"Trợ cấp on board: 100.000 yên (nhận 1 lần), Tăng lương 1 lần/năm. Thăng chức 2 lần/năm, Hơn 120 ngày nghỉ hàng năm, "
"QA Lead (QA QC, Automation Test, Tester)",Live Payments,You'll love it,At office,Ho Chi Minh,"Automation Test, Tester, QA QC, ",
Fullstack Developer (NestJS/Next.js),Live Payments,You'll love it,At office,Ho Chi Minh,"NestJS, NextJS, Agile, ",
Linux Leader (Senior Class) (Python/AWS/Docker/MySQL),Công ty TNHH Thankslab Việt Nam,You'll love it,At office,Ho Chi Minh,"Linux, AWS, Python, ",
"QC Engineer (Tester, QA QC)",Herond Labs,"1,000 - 2,000 USD",At office,Ho Chi Minh,"QA QC, Tester, Automation Test, ",
Odoo ERP/ Python Developer (Level 2),Novobi,You'll love it,At office,Ho Chi Minh,"Python, ERP, Odoo, ","Utilization, Team Billable Bonus , 13th salary, Weekly English training with foreign., Healthcare insurance (PTI) for you and your family, "
Full-stack Mobile App Developer (Java/Flutter),Simplifi,You'll love it,Hybrid,Ho Chi Minh,N/A,
"Kỹ sư Phát triển AI - AI Engineer (Python,C++)",MB Bank,You'll love it,At office,Ha Noi,"AI, C++, Python, ",
"Chuyên gia,CVCC Kiến Trúc Ứng Dụng - Solution Architect",MB Bank,You'll love it,At office,Ha Noi,"Solution Architect, Big Data, Cloud, ",
"Data Engineer (ETL, English)",Adnovum Vietnam,You'll love it,Hybrid,Ho Chi Minh,"Data Science, Python, Data Warehousing, ","Competitive salary + compensation package, Flexible working hours, Sharp your own career in interesting projects, "
"Data Scientist (Team Lead, Python)",Vietmap,"1,000 - 2,000 USD",At office,Ho Chi Minh,"Data Science, Python, Team Leader, ",
Senior Azure Cloud & DevOps Engineer,HRS Group,"2,000 - 3,000 USD",Hybrid,Ho Chi Minh,"DevOps, Azure, Cloud, ",
Project Operator,EGGSPOT,"600 - 1,000 USD",Remote,Ho Chi Minh,"Project Manager, Computer Vision, ",
Chuyên Viên Phát Triển Kênh Số - K.CNTT,PVcomBank,You'll love it,At office,Ha Noi,"DevOps, Cloud, ",
Japanese Bridge Engineer (BrSE/Project Manager/NO CODE),Intelligent T&E (ExecutionLab),"1,000 - 2,500 USD",At office,Ho Chi Minh,"Bridge Engineer, Project Manager, Japanese, ",
Senior .NET/NodeJS with Automation Expertise,Futurify,You'll love it,At office,Ho Chi Minh,".NET, ReactJS, NodeJS, ",
"Frontend Dev (ReactJS, JavaScript, Nextjs) - Upto 3000$",C-Labs Technology,Upto 3000$,At office,Ha Noi,"ReactJS, JavaScript, NextJS, ",
"BackEnd Dev (Nodejs, TypeScript, NestJS) - Upto 3000$",C-Labs Technology,Upto 3000$,At office,Ha Noi,"NodeJS, NextJS, TypeScript, ",
Server Administrator (DevOps),BE Solutions,You'll love it,At office,Ho Chi Minh - Others,"Cloud, Linux, AWS, ",
"Project Manager (System Engineer, SQL, English)",Rainscales Viet Nam,You'll love it,Hybrid,Da Nang,"System Engineer, English, SQL, ",
"Senior DevOps Engineer (Python, AWS)",PAL TECH,You'll love it,At office,Ho Chi Minh,"DevOps, AWS, Python, ",
QC Engineer (Automation Testing),Công Ty Cổ Phần Dịch Vụ Bạn Uống Tôi Lái,You'll love it,At office,Ho Chi Minh,"Tester, QA QC, Automation Test, ",
"Business Analyst (Agile, Scrum)",HDBank,You'll love it,At office,Ho Chi Minh,"Business Analyst, Scrum, Agile, ",
Backend Developer (Java),HDBank,You'll love it,At office,Ho Chi Minh,"Java, Oracle, SQL, ",
Android Developer (Kotlin Multiplatform),PSA Technology Vietnam,You'll love it,At office,Ho Chi Minh,"Android, Kotlin, Java, ",
Unity Developer - Ứng dụng AI trong Game 3D,Vovinam Digital,You'll love it,At office,Ha Noi,"Unity, C#, AI, ",
AI Engineer,Công Ty Cổ Phần Dịch Vụ Bạn Uống Tôi Lái,You'll love it,At office,Ho Chi Minh,"AI, MLOps, Machine Learning, ",
"Web Developer (WordPress, Shopify, UI-UX)","An Thao Moc Pharmaceutical Co., Ltd.",You'll love it,At office,Ha Noi,"Wordpress, UI-UX, Shopify, ",
"Lead Developer (Python, Machine Learning)",Persol Career Tech Studio Vietnam,"2,000 - 3,000 USD",Hybrid,Ho Chi Minh,"Python, Machine Learning, SQL, ","Flexible Working (Hybrid Working), Salary Review (Twice a Year), Private Health Care Insurance, "
Senior Backend Developer NodeJS,Kingfoodmart,"800 - 1,800 USD",At office,Ho Chi Minh,"NodeJS, MySQL, MongoDB, ",
"Full Stack Developer (Java, Springboot, React)",LG CNS Việt Nam,"1,000 - 2,000 USD",At office,Ha Noi,"Spring Boot, ReactJS, ","Salary and bonus based on ability, Young and fun working environment, Opportunities to study and work abroad., "
"Front End Developer ( Javascript, ReactJS, VueJS )",LG CNS Việt Nam,"700 - 2,500 USD",At office,Ha Noi,"JavaScript, VueJS, ReactJS, ","Lương thưởng theo năng lực và cao nhất khối IT, Môi trường làm việc trẻ trung, vui vẻ, Cơ hội học tập và làm việc ở nước ngoài, "
"Back End Developer (Java, MySQL, Spring)",LG CNS Việt Nam,"700 - 2,500 USD",At office,Ha Noi,"Java, Spring, MySQL, ","Lương thưởng theo năng lực và cao nhất khối IT, Môi trường làm việc trẻ trung, vui vẻ, Cơ hội học tập và làm việc ở nước ngoài, "
"Senior Fullstack Engineer (Javascript, Typescript, AI)",LARION,Very attractive!!!,Hybrid,Ho Chi Minh,"JavaScript, TypeScript, AI, ",
