web-scraper-order,web-scraper-start-url,links-href,Name,Brand,Prices,CPU,GPU,RAM,ROM,Screen,Weight,Os_sys
223,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/like-new-dell-inspiron-7620-core-i7-12700h-16gb-512gb-rtx3060-16-3k.html,"[Like New] Dell Inspiron 7620 (Core i7-12700H, 16GB, 512GB, RTX3060, 16'' 3K)",Dell,,"12th Generation Intel® Core™ i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores)","NVIDIA® GeForce RTX™ 3060, 6GB GDDR6","16 GB, 8 GB, DDR5, 4800 MHz","512 GB, M.2, PCIe NVMe, SSD",16.0-inch 16:10 3K (3072x1920) Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus Support,2 kg,Windows 11 b?n quy?n
224,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/like-new-dell-gaming-g15-5520-core-i5-12500h-16gb-512gb-rtx-3050-4gb-15.6quot-fhd-120hz.html,"[Like New] Dell Gaming G15 5520 (Core i5-12500H, 16GB, 512GB, RTX 3050 4GB, 15.6"" FHD 120Hz)",Dell,18.890.000,Core i5 - 12500H (12 nhân 16 lu?ng),,"16GB DDR5, 4800MHz",SSD 512GB M.2 PCle NVMe,15.6 inch FHD 120Hz 250 nits,~2.5 kg,Windows 11 b?n quy?n
225,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/like-new-dell-gaming-g15-5520-core-i7-12700h-16gb-512gb-rtx-3060-15.6quot-fhd-165hz.html,"[Like New] Dell Gaming G15 5520 (Core i7-12700H, 16GB, 512GB, RTX 3060, 15.6"" FHD 165Hz)",Dell,20.890.000,Core i7- 12700H (14 nhân 20 lu?ng),,16GB,512GB SSD NVMe,15.6 inch FHD 165Hz,~2.5 kg,Windows 11 b?n quy?n
226,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-dell-inspiron-16-5640-n6i7512w1-core-7-150u-16gb-1tb-mx570a-2gb-16-2k.html,"[New 100%] Dell Inspiron 16 5640 2024 N6I7512W1 (Core 7 150U, 16GB, 1TB, MX570A 2GB, 16'' 2K+)",Dell,31.390.000,"Intel Core 7-150U (1.80GHz up to 5.40GHz, 12MB Cache)",NVIDIA GeForce MX570A 2GB GDDR6,16GB DDR5 5200MHz (2x8GB),1TB M.2 PCIe NVMe SSD,"16.0inch 2.5K(2560x1600) 16:10, Anti-Glare, Non-Touch, 300nits, WVA, Display w/ ComfortView Plus Support",1.87 kg,Window 11 b?n quy?n
227,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-lenovo-thinkbook-16p-g5-2024-core-i7-14650hx-16gb-1tb-rtx-4060-8gb-16quot-3k-165hz.html,"[New 100%] Lenovo Thinkbook 16P G5 2024 (Core i7-14650HX, 16GB, 1TB, RTX 4060 8GB, 16"" 3K+ 165Hz)",Lenovo,33.890.000,"Intel Core i7 14650HX (16 nhân 24 lu?ng, xung nh?p có th? ??t t?i ?a 5.2GHz v?i Turbo boost, 30MB Intel® Smart Cache)",NVIDIA® GeForce RTX™ 4060 8GB GDDR6,16GB DDR5 5600MHz,1TB PCIe® NVMe™ M.2 SSD,"16"" 3.2K (3200x2000), Non Touch, IPS, 430nits, Antiglare, 16:10, 100% DCIP3, 165Hz",2.2 kg,Windows 11 b?n quy?n
228,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-lenovo-thinkbook-16p-00cd-2024-core-i9-14900hx-32gb-1tb-rtx-4060-8gb-16quot-3k-165hz.html,"[New 100%] Lenovo Thinkbook 16P 00CD 2024 (Core i9-14900HX, 32GB, 1TB, RTX 4060 8GB, 16"" 3K+ 165Hz)",Lenovo,45.890.000,"Intel Core i9 14900HX (24 nhân 32 lu?ng, xung nh?p có th? ??t t?i ?a 5.8GHz v?i Turbo boost, 36MB Intel® Smart Cache)",NVIDIA® GeForce RTX™ 4060 8GB GDDR6,32GB DDR5 5600MHz,1TB PCIe® NVMe™ M.2 SSD,"16"" 3.2K (3200x2000), Non Touch, IPS, 430nits, Antiglare, 16:10, 100% DCIP3, 165Hz",2.2 kg,Windows 11 b?n quy?n
229,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-lenovo-thinkbook-x-ai-2024-intel-ultra-5-125h-16gb-1tb-intel-arc-graphics-13.5quot-2k-ips-120hz.html,"[New 100%] Lenovo Thinkbook X AI 2024 (Intel Ultra 5 125H, 16GB, 1TB, Intel Arc Graphics, 13.5"" 2K+ IPS 120Hz)",Lenovo,25.490.000,"Intel Core Ultra 5 125H (2.3 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc graphics,16GB LPDDR5x 8400MHz,1TB PCIe NVMe M.2 SSD gen 4,"13.5"" 2.8K (2880x1920), IPS, 500nits, 120Hz, t? l? khung hình 3:2, 100%sRGB",1.1 kg,Windows 11 b?n quy?n
230,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/review-asus-gaming-vivobook-k3605zc-rp564w-core-i5-12500h-16gb-512gb-rtx-3050-4gb-16quot-fhd-144hz.html,"[Review] Asus Gaming Vivobook K3605ZC-RP564W (Core i5-12500H, 16GB, 512GB, RTX 3050 4GB, 16"" FHD+ 144Hz)",Asus,,"Intel® Core™ i5-12500H (2.50GHz up to 4.50GHz, 18MB Cache)",NVIDIA® GeForce® RTX™ 3050 4GB GDDR6,16GB DDR4 3200MHz (1 x SO-DIMM slot),512GB M.2 NVMe™ PCIe® 4.0 SSD,"16"" FHD+ (1920x1200) 16:10, IPS, 144Hz, 45% NTSC, 300nits, Anti-glare display, TÜV Rheinland-certified",1.80 kg,Windows 11 b?n quy?n
231,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-dell-inspiron-14-5440-core-i5-1334u-16gb-512gb-14quot-fhd.html,"[New 100%] Dell Inspiron 14 5440 (Core i5-1334U, 16GB, 512GB, 14"" FHD+)",Dell,19.490.000,Intel Core i5-1334U (10 cores) - Max Turbo Frequency: 4.60 GHzs,Intel Iris Xe Graphics,16GB DDR5 4400Mhz,"512GB, M.2, PCIe NVMe, SSD","14.0"" FHD+ (1920 x 1200), 300 nits, ComfortView Plus",1.69 kg,Window 11 b?n quy?n
232,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-dell-xps-13-9340-2024-ultra-7-155h-16gb-512gb-intel-arc-graphics-13.4-fhd.html,"[New 100%] Dell XPS 13 9340 2024 (Ultra 7 155H, 16GB, 512GB, Intel Arc Graphics, 13.4 FHD+)",Dell,32.490.000,"Intel® Core™ Ultra 7 Processor 155H (24MB Cache, 16 cores, up to 4.8 GHz)",Intel® Arc™ Graphics,"16GB, LPDDR5X, 7467MT/s",512GB M.2 PCIe NVMe SSD,"13.4"", FHD+ 1920 x 1200, 30-120Hz, Non-Touch, Anti-Glare, 500 nit, EyeSafe, InfinityEdge",1.2 kg,Windows 11 b?n quy?n
233,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/like-new-lenovo-thinkbook-16-g7-2024-intel-ultra-5-125h-16gb-1tb-intel-arc-graphics-16.0quot-2k-ips-120hz.html,"[Like New] Lenovo Thinkbook 16 G7 2024 (Intel Ultra 5 125H, 16GB, 1TB, Intel Arc Graphics, 16.0"" 2K+ IPS 120Hz)",Lenovo,18.590.000,"Intel Ultra 5 125H (3.6 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc Graphics,16GB DDR5 5600MHz,1TB SSD PCIe 4.0,"16"" (2560x1600) IPS, 350nits, 100% sRGB, 120Hz, TCON",1.7 kg,Windows 11 b?n quy?n
234,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-tuf-gaming-a15-fa506nc-hn011w-ryzen-5-7535hs-8gb-512gb-rtx-3050-4gb-15.6-fhd-ips-144hz.html,"[New 100%] Asus TUF Gaming A15 FA506NC-HN011W (Ryzen 5-7535HS, 8GB, 512GB, RTX 3050 4GB, 15.6? FHD IPS 144Hz)",Asus,17.190.000,"Ryzen 5-7535HS (3.30GHz up to 4.50GHz, 16MB Cache)",NVIDIA RTX 3050 4GB GDDR6,"8GB DDR5 4800MHz (1x SO-DIMM socket, up to 32GB SDRAM)",512GB PCIe® 3.0 NVMe™ M.2 SSD (Còn tr?ng 1 khe SSD M.2 PCIE),"15.6"" FullHD (1920 x 1080), 144Hz, G-sync, IPS Panel",2.2kg,Windows  b?n quy?n
235,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/like-new-lenovo-thinkbook-16-g6-2024-intel-ultra-5-125h-16gb-512gb-intel-arc-graphics-16.0quot-2.5k-120hz.html,"[Like New] Lenovo Thinkbook 16 G6+ 2024 (Intel Ultra 5 125H, 16GB, 512GB, Intel Arc Graphics, 16.0"" 2.5K 120Hz)",Lenovo,20.890.000,"Intel Core Ultra 5 125H (2.3 GHz up to 4.5 Hz, 14 Cores, 18 Threads, 18MB Cache)",Intel Arc Graphics,16GB DDR5 5600MHz,512GB SSD PCIe 4.0,"16,0 inch 2.5K, LED, 120Hz, 100% sRGB",1.9 kg,Windows 11 b?n quy?n
236,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-vivobook-s14-oled-s5406-2024-intel-core-ultra-5-125h-16gb-512gb-intel-arc-graphics-14.0quot-3k-oled.html,"[New 100%] Asus Vivobook S14 OLED S5406 2024 (Intel Core Ultra 5 125H, 16GB, 512GB, Intel Arc Graphics, 14.0"" 3K OLED)",Asus,23.990.000,"Intel® Core™ Ultra 5 125H (3.60GHz up to 4.50GHz, 18MB Cache)",Intel® Arc™ Graphics,16GB LPDDR5X 7467MHz,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14.0inch 3K (2880 x 1800) 16:10, OLED, 120Hz, 400nits, 100% DCI-P3",1.30 kg,Windows 11 b?n quy?n
237,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-vivobook-14-oled-a1405za-km264w-core-i5-12500h-16gb-512gb-intel-iris-x-graphics-14.0quot-2k-oled.html,"[New 100%] Asus Vivobook 14 OLED A1405ZA-KM264W (Core i5-12500H, 16GB, 512GB, Intel Iris Xe Graphics, 14.0"" 2K+ OLED)",Asus,15.490.000,"Intel® Core™ i5-12500H (2.50Hz up to 4.5GHz, 18MB Cache)",Intel Iris X? Graphics,16GB (8GB DDR4 on board + 8GB DDR4 SO-DIMM) 3200MHz,512GB M.2 NVMe™ PCIe® 3.0 SSD,"14inch 2.8K (2880 x 1800) OLED 16:10, 0.2ms, 90Hz, 100% DCI-P3, 600nits HDR peak brightness, VESA CERTIFIED Display HDR True Black 600, Glossy display",1.45 kg,Windows 11 b?n quy?n
238,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-zenbook-14-oled-ux3405ma-pp151w-core-ultra-5-125h-16gb-512gb-14quot-3k-oled.html,"[New 100%] Asus Zenbook 14 OLED UX3405MA-PP151W (Core Ultra 5 125H, 16GB, 512GB, 14"" 3K OLED)",Asus,25.890.000,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU",Intel® Arc™ Graphics,16GB LPDDR5X 7467MHz on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14.0inch 3K (2880 x 1800) Lumina OLED 16:10, 0.2ms, 120Hz, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, TÜV Rheinland-certified",1.2 kg,Windows 11 b?n quy?n
239,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-vivobook-s14-oled-2024-m5406wa-pp071ws-ryzen-ai-9-hx-370-32gb-1tb-amd-radeon-890m-graphics-14.0quot-3k-oled.html,"[New 100%] Asus Vivobook S14 OLED 2024 M5406WA-PP071WS (Ryzen AI 9 HX 370, 32GB, 1TB, AMD Radeon 890M Graphics, 14.0"" 3K OLED)",Asus,31.490.000,"AMD Ryzen™ AI 9 HX 370 (2.00GHz up to 5.10GHz, 24MB Cache)",AMD Radeon™ 890M Graphics,32GB LPDDR5X 7500MHz,1TB M.2 NVMe™ PCIe® 4.0 SSD,"14.0inch 3K (2880 x 1800) OLED, 16:10, 400nits, 600nits HDR peak brightness, 100% DCI-P3, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 65% less harmful blue light, Non-touch screen",1.30 kg,Windows 11 b?n quy?n
240,https://laptopaz.vn/laptop-moi.html?page=6,https://laptopaz.vn/new-100-asus-vivobook-s16-oled-2024-s5606ma-mx051w-intel-core-ultra-7-155h-16gb-512gb-intel-arc-graphics-16.0quot-3k-oled.html,"[New 100%] Asus Vivobook S16 OLED 2024 S5606MA-MX051W (Intel Core Ultra 7 155H, 16GB, 512GB, Intel Arc Graphics, 16.0"" 3K+ OLED)",Asus,26.390.000,"Intel® Core™ Ultra 7 155H (3.80GHz up to 4.80GHz, 24MB Cache)",Intel® Arc™ Graphics,16GB LPDDR5X 7467MHz on board,512GB M.2 NVMe™ PCIe® 4.0 SSD,"16.0inch 3.2K (3200 x 2000) 16:10, Lumina OLED, 120Hz, 400nits, 100% DCI-P3, 600nits HDR peak brightness, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified",1.50 kg,Windows 11 b?n quy?n
241,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/dell-vostro-3420-v4i7310w1-core-i7-1255u-8gb-512gb-mx550-2gb-14quot-fhd.html,"[New 100%] Dell Vostro 3420 V4I7310W1 (Core i7-1255U, 8GB, 512GB, MX550 2GB, 14"" FHD)",Dell,22.990.000,"12th Gen Intel Core i7-1255U (10 cores, 12 Threads, 12MB Cache, 3.50GHZ up to 4.70GHz)",NVIDIA GeForce MX550 2GB GDDR6,8GB DDR4 3200MHz,512GB M.2 PCIe NVMe SSD,"14 Inh Full HD (1920x1080) 60Hz, Non-Touch, AG, Wide Viewing Angle, LED-Backlit, Narrow Border",1.48 Kg,Windows 11 B?n Quy?n
242,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-gaming-g16-7620-core-i9-12900h-32gb-1tb-rtx-3070ti-8gb-16quot-qhd-165hz-ips.html,"[New 100%] Dell Gaming G16 7620 (Core i9-12900H, 32GB, 1TB, RTX 3070Ti 8GB, 16"" 2K+ 165Hz IPS)",Dell,37.490.000,"Intel Core i9-12900H 14 nhân, 20 lu?ng (up to 5.0 GHz, 24MB Cache)",NVIDIA GeForce RTX 3070Ti 8GB GDDR6 (140W),32GB DDR5 4800Mhz,1TB M.2 NMVe SSD,"16"" QHD+ 165Hz, 335 nits, 99% sRGB",2.65 kg,Windows 11
243,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-gigabyte-g5-mf-f2vn313sh-core-i5-12450h-16gb-512gbrtx-4050-6gb-15.6quot-fhd-144hz.html,"[New 100%] Gigabyte G5 MF-F2VN313SH (Core i5-12450H, 16GB, 512GB, RTX 4050 6GB, 15.6"" FHD 144Hz)",Gigabyte,23.990.000,"Intel® Core™ i5-12450H (2.00GHz up to 4.40GHz, 12MB Cache)",NVIDIA® GeForce RTX™ 4050 6GB GDDR6,"16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB M.2 PCIe G4x4 SSD (Còn tr?ng 1 khe SSD M.2 PCIE G3x4),15.6 inch FHD (1920x1080) IPS 45%NTSC 144Hz,1.9 Kg,Windows 11 Home b?n quy?n
244,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-gigabyte-g5-mf-e3vn333sh-core-i5-12500h-8gb-512gb-rtx-4060-8gb-15.6quot-fhd-144hz.html,"[New 100%] Gigabyte G5 MF-E3VN333SH (Core i5-12500H, 8GB, 512GB, RTX 4060 8GB, 15.6"" FHD 144Hz)",Gigabyte,25.790.000,"Intel® Core™ i5-12500H (2.50GHz up to 4.50GHz, 18MB Cache)",NVIDIA® GeForce RTX™ 4060 8GB GDDR6,"8GB DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",512GB M.2 PCIE G4x4 SSD (Còn tr?ng 1 khe SSD M.2 PCIE G3x4),15.6 inch FHD (1920x1080) IPS 45%NTSC 144Hz,1.9 kg,Windows 11 Home b?n quy?n
245,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/like-new-acer-nitro-5-an515-58-core-i7-12700h-16gb-512gb-rtx-3060-15.6quot-2k-165hz.html,"[Like New] Acer Nitro 5 AN515-58 (Core i7-12700H, 16GB, 512GB, RTX 3060, 15.6"" 2K+ 165Hz)",Acer,19.990.000,Intel Core i7 - 12700H (14 nhân 20 lu?ng),NVIDIA® GeForce® RTX 3060 6GB GDDR6 (140W),16GB DDR4 3200Mhz,SSD M.2 NMVe 512GB,"15.6 inch 2K+ (2560x1440) IPS, 165Hz slim bezel LCD, 100% sRGB",~2.4 kg,Windows b?n quy?n
246,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/new-100-acer-predator-helios-neo-2024-phn16-72-92rf-core-i9-14900hx-16gb-1tb-rtx-4060-8gb-16quot-2k-240hz.html,"[New 100%] Acer Predator Helios Neo 2024 PHN16-72-91RF (Core i9-14900HX, 16GB, 1TB, RTX 4060 8GB, 16"" 2K+ 240Hz)",Acer,32.990.000,"Intel Core i9-14900HX (24 Cores/ 32 Threads, up to 5.80 GHz, 36MB",NVIDIA GeForce RTX 4060 8GB 140W,16 GB DDR5 5600MHz,1TB PCIe NVMe SSD,"16"" 2K (2560 x 1600), IPS 240Hz, sRGB 100%, 500 nits",2.6 kg,Windows 11
247,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/new-outlet-dell-inspiron-16-plus-7630-core-i7-13700h-32gb-1tb-intel-graphics-16quot-2.5k.html,"[New Outlet] Dell Inspiron 16 Plus 7630 (Core i7-13700H, 32GB, 1TB, Intel Graphics, 16"" 2.5K)",Dell,21.890.000,"13th Gen Intel® Core™ i7-13700H (24 MB cache, 14 cores, 20 threads, up to 5.00 GHz Turbo)",Intel® Graphics,"32 GB, 2 x 16 GB onmain , DDR5 , 4800 MT/s","1 TB, M.2, PCIe NVMe, SSD",16.0-inch 16:10 2.5K(2560x1600) Anti-Glare Non-Touch 300nits WVA Display w/ ComfortView Plus Support,2.06 kg,Windows 11 b?n quy?n
248,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/review-dell-gaming-g15-5530-core-i7-13650hx-16gb-1tb-rtx-4060-8gb-15.6-fhd-120hz.html,"[Review] Dell Gaming G15 5530 (Core i7-13650HX, 16GB, 1TB, RTX 4060 8GB, 15.6'' FHD 120Hz)",Dell,,"13th Gen Intel® Core™ i7-13650HX (24 MB cache, 14 cores, 20 threads, up to 4.90 GHz Turbo)",NVIDIA GeForce RTX 4060 8GB GDDR6,16GB DDR5 4800Mhz,SSD M.2 NMVe 1TB,"15"" FHD (16:9), 120Hz, 300 nits, 68% sRGB",2.65 kg,Windows 11
249,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/new-100-hp-omen-16-2023-core-i9-13900hx-16gb-1tb-rtx-4060-8gb-16.1quot-fhd-ips-165hz.html,"[New 100%] HP Omen 16 2023 (Core i9 - 13900HX, 16GB, 1TB, RTX 4060 8GB, 16.1"" FHD IPS 165Hz)",HP,29.890.000,"Intel Core i9 13900HX (24 nhân 32 lu?ng, xung nh?p có th? ??t t?i 5.4GHz v?i turbo boost, 36 MB Intel® Smart Cache)",Nvidia GeForce RTX 4060 8GB GDDR6,16GB DDR5 5600 MHz,1TB M.2 PCIe 4.0 NVMe SSD,"16.1"" FHD (1920 x 1080) 165Hz IPS",~2.35 kg,Windows 11 b?n quy?n
250,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/dell-inspiron-7405-2-in-1-ryzen-r5-4500u-8gb-256gb-amd-vega-6-14-fhd-ips.html,"[New 100%] Dell Inspiron 7405 2-in-1 Ryzen 5 - 4500U, 8GB, 256GB,  AMD Vega 6, 14'' FHD IPS Touch Screen",Dell,17.990.000,AMD Ryzen 5 4500U,AMD® Radeon™ Graphics,8GB (1x8GB) Up to 3200MHz DDR4,256GB PCIe M.2 NVMe Class 35 Solid State Drive,14.0-inch FHD IPS TS,1.54 kg,Window 10 b?n quy?n
251,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/dell-inspiron-15-3515-ryzen-5-3500u-8gb-256gb-amd-radeon-vega-8-graphics-15.6-fhd-ips.html,"[New 100%] Dell Inspiron 15 3515 (Ryzen 5-3500U, 8GB, 256GB, AMD Radeon™ Vega 8 Graphics, 15.6'' FHD IPS)",Dell,15.790.000,AMD Ryzen 5-3500U,AMD® Radeon™ Vega 8 Graphics,8GB DDR4,256GB SSD M.2 PCIe NVMe,15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,1.69 kg,Window 10 b?n quy?n
252,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/laptop-dell-xps-9510-core-i7-11800h-16gb-512gb-vga-nvidia-rtx-3050ti-15.6-inch-fhd-ips.html,"[New 100%] Laptop Dell XPS 9510 (Core i7-11800H, 16GB, 512GB, VGA NVIDIA RTX 3050Ti, 15.6 inch FHD+ IPS)",Laptop,51.890.000,Intel® Core™ i7-11800H,NVIDIA RTX 3050Ti 4GB,16GB DDR4 Bus 3200,SSD 512GB NVMe,15.6 inch FHD+ IPS,1.83 kg,Windows 10 b?n quy?n
253,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-laptop-dell-xps-15-9520-core-i5-12500h-16gb-256gb-uhd-graphics-15.6quot-fhd.html,"[New 100%] Laptop Dell XPS 15 9520 (Core i5-12500H, 16GB, 256GB, UHD Graphics, 15.6"" FHD+)",Laptop,38.890.000,Intel® Core™ i5-12500H,Intel® UHD Graphics,16GB DDR5 Bus 4800 MHz,SSD 256GB NVMe,"15.6"", FHD+ 1920x1200, 60Hz, Non-Touch, Anti-Glare, 500 nit, InfinityEdge",1.92 kg,Windows 11 b?n quy?n
254,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-xps-15-9520-core-i7-12700h-16gb-512gb-rtx-3050-15.6quot-fhd.html,"[New 100%] Dell XPS 15 9520 (Core i7-12700H, 16GB, 512GB, RTX 3050, 15.6"" FHD+)",Dell,36.990.000,Intel® Core™ i7-12700H,"NVIDIA® GeForce RTX™ 3050, 4 GB GDDR6",16GB DDR5 Bus 4800 MHz,SSD 512GB NVMe,"15,6 "", FHD + (1920x1200), 60Hz, Không c?m ?ng, Ch?ng lóa, 500 nit, InfinityEdge",1.92 kg,Windows 11 b?n quy?n
255,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-xps-15-9520-core-i9-12900hk-32gb-1tb-rtx-3050ti-15.6quot-oled-3.5k-touch.html,"[New 100%] Dell XPS 15 9520 (Core i9-12900HK, 32GB, 1TB, RTX 3050Ti, 15.6"" OLED 3.5K Touch)",Dell,65.490.000,Intel® Core™ i7-12700H,"NVIDIA® GeForce RTX™ 3050Ti, 4 GB GDDR6",32GB DDR5 Bus 4800 MHz,SSD 1TB NVMe,"15.6"", 3.5K 3456x2160, 60Hz, OLED, Touch, Anti-Reflect, 400 nit, InfinityEdge",1.92 kg,Windows 11 b?n quy?n
256,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-xps-15-9520-core-i9-12900hk-32gb-1tb-rtx-3050ti-15.6quot-fhd.html,"[New 100%] Dell XPS 15 9520 (Core i9-12900HK, 32GB, 1TB, RTX 3050Ti, 15.6"" FHD+)",Dell,61.490.000,Intel® Core™ i7-12700H,"NVIDIA® GeForce RTX™ 3050Ti, 4 GB GDDR6",32GB DDR5 Bus 4800 MHz,SSD 1TB NVMe,"15.6"", FHD+ 1920x1200, 60Hz, Non-Touch, Anti-Glare, 500 nit, InfinityEdge",1.92 kg,Windows 11 b?n quy?n
257,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-xps-15-9520-core-i7-12700h-32gb-512gb-rtx-3050-15.6quot-oled-3.5k-touch.html,"[New 100%] Dell XPS 15 9520 (Core i7-12700H, 32GB, 512GB, RTX 3050, 15.6"" OLED 3.5K Touch)",Dell,60.490.000,Intel® Core™ i7-12700H,"NVIDIA® GeForce RTX™ 3050, 4 GB GDDR6",32GB DDR5 Bus 4800 MHz,SSD 512GB NVMe,"15.6"", 3.5K 3456x2160, 60Hz, OLED, Touch, Anti-Reflect, 400 nit, InfinityEdge",1.92 kg,Windows 11 b?n quy?n
258,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/dell-inspiron-5405-ryzen-5-4500u-16gb-512gb-amd-vega-6-14quot-fhd.html,"[New 100%] Dell Inspiron 5405 (Ryzen 5 4500U, 16GB, 512GB, AMD Vega 6, 14"" FHD)",Dell,14.290.000,AMD R5 - 4500U,AMD Radeon™ Vega 6 Graphics,16GB DDR4v3200MHz,512GB M.2 PCIe NVMe Solid State Drive,"14"" FHD WVA (1920 x 1080, 60Hz) Anti-Glare",1.4kg,Windows 10 b?n quy?n
259,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-hp-pavilion-15-eg2035tx-6k781pa-core-i5-1235u-8gb-512gb-geforce-mx550-15.6-fhd-ips.html,"[New 100%] HP Pavilion 15-eg2035TX 6K781PA (Core i5-1235U, 8GB, 512GB, GeForce MX550, 15.6 FHD IPS)",HP,,Intel® Core™ i5 - 1235U,NVIDIA GeForce MX550 2GB GDDR6,8GB DDR4 - 3200 Mhz,512GB PCIe NVMe M.2 SSD,15.6 FHD IPS,1.75kg,Windows 11 b?n quy?n
260,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-hp-pavilion-14-dv2033tu-6k769pa-core-i5-1235u-8gb-512gb-intel-iris-xe-graphics-14quot-fhd-ips.html,"[New 100%] HP Pavilion 14-dv2033TU 6K769PA (Core i5-1235U, 8GB, 512GB, Intel Iris Xe Graphics, 14"" FHD IPS)",HP,,Intel® Core™ i5 - 1235U,Intel Iris Xe Graphics,8GB DDR4 - 3200 Mhz,512GB PCIe NVMe M.2 SSD,14 Inch FHD (1920 x 1080) IPS Led Display (250 Nits) BrightView Micro-edge WLED-backlit,1.4 kg,Windows 11 b?n quy?n
261,https://laptopaz.vn/laptop-moi.html?page=7,https://laptopaz.vn/moi-100-dell-vostro-16-5625-ryzen-5-5625u-8gb-512gb-radeon-graphics-16quot-fhd.html,"[New 100%] Dell Vostro 16 5625 (Ryzen 5-5625U, 8GB, 512GB, Radeon Graphics, 16"" FHD+)",Dell,16.990.000,AMD Ryzen™ 5 5625U 6-core/12-thread,AMD Radeon™ Graphics,"8GB DDR4, 3200MHz",512GB M.2 PCIe NVMe,"16"", FHD+ 1920x1200, 60Hz, Non-Touch, AG, Wide Viewing Angle, 250 nit, ComfortView",1.97kg,Windows 11 b?n quy?n
